...1,ISO,year,Value,Module,Policy,Broad Category,Market_non_market,Buildingblock,PriorityArea_new,Policy_new,Policytype_detail_new,Policytype,Policy_name_fig_1,Policy_name_fig_2_3,Policy_name_fig_4,Cluster_categories,Policy Name (our short framing),prev_value,introduction,jump,intensification,intensification_jump,is_price,is_subsidy,is_standard,is_reg,priceintro,regintro,subsidyintro,standardintro,price,reg,subsidy,standard,state,first_price_year,first_reg_year,path_group,path
21501,EU27_2020,2002,0,Industry,Emissions trading schemes - Industry,Taxation,Market,Sectoral,Industry,ETS Industry,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21535,EU27_2020,2002,NA,Industry,Energy efficiency mandates,Energy efficiency mandate,Non-market,Sectoral,Industry,EnergyEfficiencyMandates,Other regulatory instruments,NMBI,Energy efficiency mandate,Energy efficiency mandate,Energy efficiency mandate,Regulation,Energy efficiency mandate,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21569,EU27_2020,2002,NA,Industry,Financing mechanism for energy efficiency - Industry,Green subsidy,Market,Sectoral,Industry,Financing Mechanism Industry,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21603,EU27_2020,2002,0.66666669,Industry,Fossil fuels excise taxes - Industry,Taxation,Market,Sectoral,Industry,Excise Taxes Industry,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0.66666669,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21637,EU27_2020,2002,NA,Industry,Fossil fuels subsidies reform - Industry,Fuel subsidy reform,Market,Sectoral,Industry,Fossil Fuel Subsidies Industry,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21671,EU27_2020,2002,0,Industry,Minimum energy performance standards - Electric motors,Minimum energy performance standard,Non-market,Sectoral,Industry,MEPS electric motors,Performance Standards,NMBI,Performance standard (electric motors),Performance standard,Performance standard,Regulation,Minimum energy performance standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21468,EU27_2020,2003,1,Industry,Carbon tax - Industry,Taxation,Market,Sectoral,Industry,Carbon Tax Industry,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,1,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21502,EU27_2020,2003,0,Industry,Emissions trading schemes - Industry,Taxation,Market,Sectoral,Industry,ETS Industry,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21536,EU27_2020,2003,NA,Industry,Energy efficiency mandates,Energy efficiency mandate,Non-market,Sectoral,Industry,EnergyEfficiencyMandates,Other regulatory instruments,NMBI,Energy efficiency mandate,Energy efficiency mandate,Energy efficiency mandate,Regulation,Energy efficiency mandate,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21570,EU27_2020,2003,NA,Industry,Financing mechanism for energy efficiency - Industry,Green subsidy,Market,Sectoral,Industry,Financing Mechanism Industry,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21604,EU27_2020,2003,0.66666669,Industry,Fossil fuels excise taxes - Industry,Taxation,Market,Sectoral,Industry,Excise Taxes Industry,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0.66666669,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21638,EU27_2020,2003,NA,Industry,Fossil fuels subsidies reform - Industry,Fuel subsidy reform,Market,Sectoral,Industry,Fossil Fuel Subsidies Industry,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21672,EU27_2020,2003,0,Industry,Minimum energy performance standards - Electric motors,Minimum energy performance standard,Non-market,Sectoral,Industry,MEPS electric motors,Performance Standards,NMBI,Performance standard (electric motors),Performance standard,Performance standard,Regulation,Minimum energy performance standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21469,EU27_2020,2004,1,Industry,Carbon tax - Industry,Taxation,Market,Sectoral,Industry,Carbon Tax Industry,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,1,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21503,EU27_2020,2004,0,Industry,Emissions trading schemes - Industry,Taxation,Market,Sectoral,Industry,ETS Industry,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21537,EU27_2020,2004,NA,Industry,Energy efficiency mandates,Energy efficiency mandate,Non-market,Sectoral,Industry,EnergyEfficiencyMandates,Other regulatory instruments,NMBI,Energy efficiency mandate,Energy efficiency mandate,Energy efficiency mandate,Regulation,Energy efficiency mandate,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21571,EU27_2020,2004,NA,Industry,Financing mechanism for energy efficiency - Industry,Green subsidy,Market,Sectoral,Industry,Financing Mechanism Industry,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21605,EU27_2020,2004,0.66666669,Industry,Fossil fuels excise taxes - Industry,Taxation,Market,Sectoral,Industry,Excise Taxes Industry,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0.66666669,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21639,EU27_2020,2004,NA,Industry,Fossil fuels subsidies reform - Industry,Fuel subsidy reform,Market,Sectoral,Industry,Fossil Fuel Subsidies Industry,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21673,EU27_2020,2004,0,Industry,Minimum energy performance standards - Electric motors,Minimum energy performance standard,Non-market,Sectoral,Industry,MEPS electric motors,Performance Standards,NMBI,Performance standard (electric motors),Performance standard,Performance standard,Regulation,Minimum energy performance standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21470,EU27_2020,2005,1,Industry,Carbon tax - Industry,Taxation,Market,Sectoral,Industry,Carbon Tax Industry,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,1,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21504,EU27_2020,2005,6,Industry,Emissions trading schemes - Industry,Taxation,Market,Sectoral,Industry,ETS Industry,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,1,6,0,NA,1,0,0,0,1,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21538,EU27_2020,2005,NA,Industry,Energy efficiency mandates,Energy efficiency mandate,Non-market,Sectoral,Industry,EnergyEfficiencyMandates,Other regulatory instruments,NMBI,Energy efficiency mandate,Energy efficiency mandate,Energy efficiency mandate,Regulation,Energy efficiency mandate,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21572,EU27_2020,2005,NA,Industry,Financing mechanism for energy efficiency - Industry,Green subsidy,Market,Sectoral,Industry,Financing Mechanism Industry,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21606,EU27_2020,2005,0.66666669,Industry,Fossil fuels excise taxes - Industry,Taxation,Market,Sectoral,Industry,Excise Taxes Industry,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0.66666669,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21640,EU27_2020,2005,NA,Industry,Fossil fuels subsidies reform - Industry,Fuel subsidy reform,Market,Sectoral,Industry,Fossil Fuel Subsidies Industry,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21674,EU27_2020,2005,0,Industry,Minimum energy performance standards - Electric motors,Minimum energy performance standard,Non-market,Sectoral,Industry,MEPS electric motors,Performance Standards,NMBI,Performance standard (electric motors),Performance standard,Performance standard,Regulation,Minimum energy performance standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21471,EU27_2020,2006,1,Industry,Carbon tax - Industry,Taxation,Market,Sectoral,Industry,Carbon Tax Industry,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,1,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21505,EU27_2020,2006,7.5,Industry,Emissions trading schemes - Industry,Taxation,Market,Sectoral,Industry,ETS Industry,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,6,0,1.5,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21539,EU27_2020,2006,NA,Industry,Energy efficiency mandates,Energy efficiency mandate,Non-market,Sectoral,Industry,EnergyEfficiencyMandates,Other regulatory instruments,NMBI,Energy efficiency mandate,Energy efficiency mandate,Energy efficiency mandate,Regulation,Energy efficiency mandate,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21573,EU27_2020,2006,NA,Industry,Financing mechanism for energy efficiency - Industry,Green subsidy,Market,Sectoral,Industry,Financing Mechanism Industry,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21607,EU27_2020,2006,0.66666669,Industry,Fossil fuels excise taxes - Industry,Taxation,Market,Sectoral,Industry,Excise Taxes Industry,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0.66666669,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21641,EU27_2020,2006,NA,Industry,Fossil fuels subsidies reform - Industry,Fuel subsidy reform,Market,Sectoral,Industry,Fossil Fuel Subsidies Industry,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21675,EU27_2020,2006,0,Industry,Minimum energy performance standards - Electric motors,Minimum energy performance standard,Non-market,Sectoral,Industry,MEPS electric motors,Performance Standards,NMBI,Performance standard (electric motors),Performance standard,Performance standard,Regulation,Minimum energy performance standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21472,EU27_2020,2007,1,Industry,Carbon tax - Industry,Taxation,Market,Sectoral,Industry,Carbon Tax Industry,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,1,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21506,EU27_2020,2007,3.5,Industry,Emissions trading schemes - Industry,Taxation,Market,Sectoral,Industry,ETS Industry,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,7.5,0,-4,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21540,EU27_2020,2007,NA,Industry,Energy efficiency mandates,Energy efficiency mandate,Non-market,Sectoral,Industry,EnergyEfficiencyMandates,Other regulatory instruments,NMBI,Energy efficiency mandate,Energy efficiency mandate,Energy efficiency mandate,Regulation,Energy efficiency mandate,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21574,EU27_2020,2007,NA,Industry,Financing mechanism for energy efficiency - Industry,Green subsidy,Market,Sectoral,Industry,Financing Mechanism Industry,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21608,EU27_2020,2007,1,Industry,Fossil fuels excise taxes - Industry,Taxation,Market,Sectoral,Industry,Excise Taxes Industry,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,0.66666669,0,0.33333331,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21642,EU27_2020,2007,NA,Industry,Fossil fuels subsidies reform - Industry,Fuel subsidy reform,Market,Sectoral,Industry,Fossil Fuel Subsidies Industry,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21676,EU27_2020,2007,0,Industry,Minimum energy performance standards - Electric motors,Minimum energy performance standard,Non-market,Sectoral,Industry,MEPS electric motors,Performance Standards,NMBI,Performance standard (electric motors),Performance standard,Performance standard,Regulation,Minimum energy performance standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21473,EU27_2020,2008,1,Industry,Carbon tax - Industry,Taxation,Market,Sectoral,Industry,Carbon Tax Industry,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,1,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21507,EU27_2020,2008,7.5,Industry,Emissions trading schemes - Industry,Taxation,Market,Sectoral,Industry,ETS Industry,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,3.5,0,4,1,4,1,0,0,0,1,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21541,EU27_2020,2008,NA,Industry,Energy efficiency mandates,Energy efficiency mandate,Non-market,Sectoral,Industry,EnergyEfficiencyMandates,Other regulatory instruments,NMBI,Energy efficiency mandate,Energy efficiency mandate,Energy efficiency mandate,Regulation,Energy efficiency mandate,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21575,EU27_2020,2008,NA,Industry,Financing mechanism for energy efficiency - Industry,Green subsidy,Market,Sectoral,Industry,Financing Mechanism Industry,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21609,EU27_2020,2008,1,Industry,Fossil fuels excise taxes - Industry,Taxation,Market,Sectoral,Industry,Excise Taxes Industry,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,1,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21643,EU27_2020,2008,NA,Industry,Fossil fuels subsidies reform - Industry,Fuel subsidy reform,Market,Sectoral,Industry,Fossil Fuel Subsidies Industry,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21677,EU27_2020,2008,0,Industry,Minimum energy performance standards - Electric motors,Minimum energy performance standard,Non-market,Sectoral,Industry,MEPS electric motors,Performance Standards,NMBI,Performance standard (electric motors),Performance standard,Performance standard,Regulation,Minimum energy performance standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21474,EU27_2020,2009,1,Industry,Carbon tax - Industry,Taxation,Market,Sectoral,Industry,Carbon Tax Industry,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,1,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21508,EU27_2020,2009,5.5,Industry,Emissions trading schemes - Industry,Taxation,Market,Sectoral,Industry,ETS Industry,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,7.5,0,-2,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21542,EU27_2020,2009,NA,Industry,Energy efficiency mandates,Energy efficiency mandate,Non-market,Sectoral,Industry,EnergyEfficiencyMandates,Other regulatory instruments,NMBI,Energy efficiency mandate,Energy efficiency mandate,Energy efficiency mandate,Regulation,Energy efficiency mandate,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21576,EU27_2020,2009,NA,Industry,Financing mechanism for energy efficiency - Industry,Green subsidy,Market,Sectoral,Industry,Financing Mechanism Industry,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21610,EU27_2020,2009,1,Industry,Fossil fuels excise taxes - Industry,Taxation,Market,Sectoral,Industry,Excise Taxes Industry,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,1,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21644,EU27_2020,2009,NA,Industry,Fossil fuels subsidies reform - Industry,Fuel subsidy reform,Market,Sectoral,Industry,Fossil Fuel Subsidies Industry,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21678,EU27_2020,2009,0,Industry,Minimum energy performance standards - Electric motors,Minimum energy performance standard,Non-market,Sectoral,Industry,MEPS electric motors,Performance Standards,NMBI,Performance standard (electric motors),Performance standard,Performance standard,Regulation,Minimum energy performance standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21475,EU27_2020,2010,1,Industry,Carbon tax - Industry,Taxation,Market,Sectoral,Industry,Carbon Tax Industry,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,1,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21509,EU27_2020,2010,5.5,Industry,Emissions trading schemes - Industry,Taxation,Market,Sectoral,Industry,ETS Industry,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,5.5,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21543,EU27_2020,2010,1,Industry,Energy efficiency mandates,Energy efficiency mandate,Non-market,Sectoral,Industry,EnergyEfficiencyMandates,Other regulatory instruments,NMBI,Energy efficiency mandate,Energy efficiency mandate,Energy efficiency mandate,Regulation,Energy efficiency mandate,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21577,EU27_2020,2010,4,Industry,Financing mechanism for energy efficiency - Industry,Green subsidy,Market,Sectoral,Industry,Financing Mechanism Industry,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21611,EU27_2020,2010,1,Industry,Fossil fuels excise taxes - Industry,Taxation,Market,Sectoral,Industry,Excise Taxes Industry,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,1,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
21645,EU27_2020,2010,7,Industry,Fossil fuels subsidies reform - Industry,Fuel subsidy reform,Market,Sectoral,Industry,Fossil Fuel Subsidies Industry,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,price,1996,2011,price_first,none
